hour|min|text|author|book|approved
17|0|Ровно в **пять часов** бронзовые часы Петра I не успели добить пятого удара, как вышел Алексей Александрович в белом галстуке и во фраке с двумя звездами, так как сейчас после обеда ему надо было ехать.|Лев Толстой|Анна Каренина|1
17|1|Женщина-патрульный еще раз глянула на часы, будто проверяя саму себя. Нет, ровно пять, даже **одна минута шестого**.|Корней Азарофф|Игрушки для хороших парней|1
17|1|"Нет, это был не взрыв. Просто таким ярким может быть Солнце, когда выходишь из Лабиринта… Чип посмотрел на часы.
— **Одна минута шестого**, — тихо произнес он."|Роман Канушкин|Обратный отсчет|1
17|2|В воздухе повисла легкая тревога с ароматом мыла и одеколона Дрю. Я взглянула на часы. **Две минуты шестого**.|Эмма Скотт|Сгорая дотла|1
17|3|В **три минуты шестого** приходит раскаяние. Меня охватывает паника, пока я задыхаюсь и хватаю ртом воздух. |Хейне Баккейд|Завтра я буду скучать по тебе|1
17|3|В **три минуты шестого** приходит раскаяние. Меня охватывает паника, пока я задыхаюсь и хватаю ртом воздух. Тело дрожит, меня трясёт, я размахиваю ногами, чтобы освободиться, но это не помогает.|Хейне Баккейд|Завтра я буду скучать по тебе|1
17|5|"— Мы проговорили с вами пятьдесят минут, у меня абсолютное чувство времени. Проверьте, я права?
— Да, — сказал Вадим, поглядев на часы, - совершенно правильно, сейчас **пять минут шестого**."|Анатолий Рыбаков|Страх|1
17|6|— Да, сэр. Вызов получили в **шесть минут шестого**. Позвонив, пошли в гостиную, чтобы посмотреть, что украдено?|Фрэнсис Дик|Рама для картины|1
17|10|Дело было в «Лондоне», на углу улицы Перу и Авенида; а время – **десять минут шестого**. Маркиза вышла в пять? Лопес помотал головой, чтобы отделаться от застрявшего в памяти обрывка, и попробовал свое «Килмес Кристалл».|Хулио Кортасар|Счастливчики|1
17|10|В тот момент, **десять минут шестого** 25 декабря 1913 года, Чарли Хорст считал себя самым счастливым человеком в мире.|Вера Каспери|Беллилия|1
17|10|Вода из тюремных душей омывает моё лицо, а чёрная стрелка настенных часов завершает ещё один оборот. ** Десять минут шестого**.|Хейне Баккейд|Завтра я буду скучать по тебе|1
17|10|Там уже стоял электрический поезд, весь освещенный. На большом циферблате было обозначено время отхода. Стрелки показывали **десять минут шестого**.|Эрнест Хемингуэй|Прощай, оружие!|1
17|10|Я  уперся взглядом в часы на стене. С  крайне  тоскливым  выражением на циферблате эти часы показывали **десять минут шестого**. И  тут я вспомнил,  что обещал позвонить Юки.|Харуки Мураками|Дэнс, дэнс, дэнс|1
17|11|– Смотрите сюда,  погонщик  рабов!  Видите  эти  часы,  отсчитывающие драгоценные секунды моей жизни? Видите, что  они  показывают?  **Одиннадцать минут шестого**. А в моем контракте сказано, что я работаю до пяти.|Роберт Хайнлайн|Уплыть за закат|1
17|15|– Скажи Николаю Васильевичу, что мы садимся обедать, – с холодным достоинством обратилась старуха к человеку. – Да кушать давать! Ты что, Борис, опоздал сегодня: **четверть шестого**! – упрекнула она Райского.|Иван Гончаров|Обрыв|1
17|15|Я пообедал в трактире. Ровно в **пять с четвертью** воротился. Я входил всегда с своим ключом. Никого, кроме Матреши, не было.|Фёдор Достоевский|Бесы|1
17|17|На лице мужчины, еще чистом, стекленели мутные глаза, а на губах застыла улыбка. Часы на стене показывали **семнадцать минут шестого**.|Анна Кутковская|Дом, у которого вынули душу|1
17|17|Она зарегистрировалась в гостинице в три часа дня. Делала покупки в магазине в **семнадцать минут шестого**. Вызвала такси почти в семь часов вечера.|Анне Хольт|Чему не бывать, тому не бывать|1
17|17|"Я сказал, что в Скопле, Македония, часы на вокзале были оставлены, чтобы сохранить память о землетрясении 1963 года:  
— И стрелки на них показывают **пять семнадцать**."|Филип Марсден|Перекресток: путешествие среди армян|1
17|20|"– Если хочешь почитать, здесь есть еще помещение.  
– Но... – Я посмотрел на наручные часы. **Двадцать минут шестого**. – Ведь библиотека уже закрывается, да и мама волноваться будет, если я к ужину не вернусь."|Харуки Мураками|Вампир в такси|1
17|25|После многих расспросов я добился наконец от слуг, что обед заказан к шести часам, а не к пяти. Это подтвердили и в буфете. Даже стыдно стало расспрашивать. Было еще только **двадцать пять минут шестого**.|Фёдор Достоевский|Записки из подполья|1
17|27|А часы тюремной башни в продолжение целых двух часов неуклонно показывали **двадцать семь минут шестого**, хотя господин Сарматов и говорил, что видит на них сначала пять часов, а потом без четверти семь.|Максим Горький|Между прочим|1
17|30|В **половине шестого**, Наполеон верхом ехал к деревне Шевардину.|Лев Толстой|Война и мир|1
17|35|Официант хмуро взглянул на меня; увидев, что я одна, он не спешил, к тому же было **тридцать пять минут шестого** — тот затишек между часом, когда все нормальные люди уже кончили пить чай, и тем далеким еще временем, когда начнут пить коктейли.|Дафна Дюморье|Ребекка|1
17|50|Ровно **без десяти минут в шесть часов**, в вокзале железной дороги, вдоль вытянувшегося, довольно длинного ряда вагонов, прохаживались Петр Степанович и Эркель. Петр Степанович отъезжал, а Эркель прощался с ним.|Фёдор Достоевский|Бесы|1
18|0|В **шесть часов вечера** в свободное послеобеденное время сторож, перновский ефрейтор, постучался в решетчатую дверь карцера.|Александр Куприн|Юнкера|1
18|0|С **шести часов** сторы в спальне опускаются. Вероятно, в это время Домнушка, снявши корсет, обедает с мамашей, отдыхает и переодевается к вечеру.|Михаил Салтыков-Щедрин|Письма к тётеньке|1
18|0|Подождав поручика до **шести часов**, Крюковы сели обедать. Вечером, когда уже было пора ужинать, Алексей Иванович прислушивался к шагам, к стуку дверей и пожимал плечами.|Антон Чехов|Тина|1
18|0|После обеда Василий Порфирыч ложится отдохнуть до **шести часов вечера**; дети бегут в сад, но ненадолго: через час они опять засядут за книжки и будут учиться до шести часов.|Михаил Салтыков-Щедрин|Пошехонская старина|1
18|0|В **шесть часов** обедал у того же неизменного Дюсо, а в праздники — у ma tante;  вечер проводил в балете, а оттуда, купно с прочими шалопаями, закатывался на долгое ночное бдение туда же, к Дюсо.|Михаил Салтыков-Щедрин|Мелочи жизни|1
18|0|Пирамидалов (посмотрев на часы). Как мне приказано, так я и явился, теперь ровно **шесть часов**.|Александр Островский|Богатые невесты|1
18|15|**Четверть седьмого**! Как долго еще приходилось ждать! Он снова зашагал взад и вперед. Солнце склонялось к закату, небо зарделось над деревьями, и алый полусвет ложился сквозь узкие окна в его потемневшую комнату.|Иван Тургенев|Дым|1
18|20|Закрыв за ней дверь, он взглянул на часы: **двадцать минут седьмого**. Он торопливо достал крахмальную рубашку и, ломая ногти, всовывал запонки.|Алексей Толстой|Эмигранты|1
18|30|— О, пораньше, в **половине седьмого**. И знаете, вы можете войти, сесть и ни с кем не говорить, сколько бы там их ни было.|Фёдор Достоевский|Бесы|1
18|37|"А затем, помолчав несколько секунд, в течение которых я  пытался овладеть собой, он добавил:  
— **Тридцать семь с половиной минут седьмого**. Тебе пора на ужин!"|Андрей Иванов|Элия Капитолина|1
18|45|Столовые часы пробили **третью четверть седьмого**, и Марья Кириловна тихонько вышла на крыльцо, огляделась во все стороны и побежала в сад.|Александр Пушкин|Дубровский|1
18|45|А часы тюремной башни в продолжение целых двух часов неуклонно показывали двадцать семь минут шестого, хотя господин Сарматов и говорил, что видит на них сначала пять часов, а потом **без четверти семь**.|Максим Горький|Между прочим|1
18|50|О, она поможет, она умнейшая женщина, она может все придумать! благороднейшая женщина! — **Минут за десять до семи часов** он был уже перед ее дверью.|Николай Чернышевский|Что делать?|1
18|50|Кровь в виски, клокочет в вене: — Вчера в **шесть часов пятьдесят минут** скончался товарищ Ленин! — Этот год видал, чего не взвидят сто.|Владимир Маяковский|Владимир Ильич Ленин|1
18|55|"На другой день вечером, когда часы показывали **без пяти минут семь**, пришла Алиса Осиповна, розовая от холода; она раскрыла Margot, которого принесла с собой, и начала без всяких предисловий:
— Французская грамматика имеет 26 букв. Первая буква называется A, вторая B..."|Антон Чехов|Дорогие уроки|1
18|55|В бар - место условленной встречи с Комацу - он прибыл **без пяти минут семь**. Комацу еще не пришел, и Тэнго оказался, очевидно, первым посетителем бара после его открытия.|Харуки Мураками|1Q84|1
19|0|Мелузов. В **семь часов вечера**, еще минут двадцать осталось.|Александр Островский|Таланты и поклонники|1
19|0|"Кукушка на стенных часах прокуковала **семь часов**.
– Гостьи наши должны скоро быть здесь! – произнес, усмехаясь, Глик. – Да вот и они!"|Иван Лажечников|Последний Новик|1
19|0|В **семь часов вечера** этого последнего дня его жизни он вышел из своей квартиры, нанял извозчика, уселся, сгорбившись, на санях и поехал на другой конец города.|Всеволод Гаршин|Ночь|1
19|0|Был уже **восьмой час вечера**, после десяти венчать нельзя, следующий день была суббота.|Александр Герцен|Былое и думы|1
19|10|Сквозь шторы ее окон пробивался теплый желтый свет. На часах – **десять минут восьмого**. Время, когда люди заканчивают ужин и растворяются в тепле своих комнат.|Харуки Мураками|Пинбол-1973|1
19|15|Он знал только, что начал совершенно ясно всё отличать в этот вечер только с той минуты, когда Аглая вдруг вошла к нему на террасу и он вскочил с дивана и вышел на средину комнаты ее встретить: было **четверть восьмого**.|Фёдор Достоевский|Идиот|1
19|15|В **семь часов с четвертью** (семь пальцев с кусочком) приходит поезд (он свистнул, как паровоз, и постучал сабо).|Саша Чёрный|Чудесное лето|1
19|15|В **пятнадцать минут восьмого** появился Комацу. На нем поверх тонкого кашемирового свитера был твидовый пиджак, кашемировое кашне, шерстяные брюки и замшевые туфли. Привычная внешность.|Харуки Мураками|1Q84|1
19|30|На освещенном циферблате часов, поставленных в одном из окон огромного здания, стрелки показывали **половину восьмого.**|Всеволод Гаршин|Ночь|1
19|30|"— Знаешь, Ваня, эдак мы долго не дойдем: возьмем-ка извозчика; идти далеко, а Анна Андреевна нас заждалась...
Было **половина восьмого**, когда мы приехали к Анне Андреевне."|Фёдор Достоевский|Униженные и оскорблённые|1
19|30|Вечером, в **половине** восьмого часа, Розанов выпил наскоро стакан чаю, вышел из дома, сторговал извозчика на Мясницкую и поехал.|Николай Лесков|Некуда|1
19|30|В **половине восьмого** Гораций возвестил, что капитан просит меня к столу — ужинать.|Александр Грин|Бегущая по волнам|1
19|35|В **семь часов с четвертью** (семь пальцев с кусочком) приходит поезд (он свистнул, как паровоз, и постучал сабо).|Саша Чёрный|Чудесное лето|1
19|40|— Гм, гм, — ответил король, листая толстый календарь. — Это будет… Гм, гм… Сегодня это будет в **семь часов сорок минут вечера**. И тогда ты увидишь, как точно исполнится мое повеление.|Антуан де Сент-Экзюпери|Маленький принц |1
19|45|Противно своей привычке опаздывать, Пьер в этот день, вместо восьми без десяти минут, приехал к Бергам в **восемь часов без четверти**.|Лев Толстой|Война и мир|1
19|45|А Кох, так тот, прежде чем к старухе заходить, внизу у серебряника полчаса сидел и ровно **без четверти восемь** от него к старухе наверх пошел. Теперь сообразите...|Фёдор Достоевский|Преступление и наказание|1
19|50|Альбер вернулся к себе и оделся с особой тщательностью. **Без десяти минут восемь** явился Бошан; он уже виделся с Шато-Рено, и тот обещал быть на своем месте, в первых рядах кресел, еще до поднятия занавеса.|Александр Дюма|Граф Монте-Кристо|1
20|0|Часов в **восемь вечера** Бегушев и Тюменев снова сидели в диванной.|Алексей Писемский|Мещане|1
20|0|1826 года, 8 сентября, часов в **восемь вечера**, в осеннюю звездную ночь остановилась наша карета перед Москвой, у Рогожской заставы.|Сергей Аксаков|Литературные и театральные воспоминания|1
20|0|Накануне он сел за игру в **восемь часов вечера** и проиграл пятнадцать часов сряду, до одиннадцати утра.|Лев Толстой|Два гусара|1
20|0|На дворе стояли последние числа июня. Был **девятый час вечера**.|Николай Гейнце|Власть женщины|1
20|0|Кажется, было ровно **восемь часов вечера**, когда наш прокурор, Ипполит Кириллович, начал свою обвинительную речь.|Фёдор Достоевский|Братья Карамазовы|1
20|0|Ровно в **восемь часов** она поднялась и, сказав сухое, холодное «au revoir, monsieur», пошла из кабинета; и после нее остался всё тот же нежный, тонкий, волнующий запах. Ученик опять долго ничего не делал, сидел у стола и думал.|Антон Чехов|Дорогие уроки|1
20|5|В **пять минут девятого** они уже сидели в одних рубашках с ослабленными или снятыми галстуками вокруг большого стола в гостиной, готовые начать игру, как только Джордж протасует новую колоду, которую как раз распечатывал.|Фредерик Браун|Персона грата|1
20|5|Левой рукой он запихивал в рот колбасу, а правой рисовал обезьяну, притворяясь, что работает. В **восемь часов пять** минут начальник вазонов не выдержал и, надевая на ходу пальто, кинулся в общественную столовую.|Илья Ильф, Евгений Петров|1001 день, или Новая Шахерезада|1
20|7|Зо Ли посмотрел на браслет личного информа (рубиновые цифры часов показали **семь минут девятого**) и перевел взгляд на каменное поле. В этот момент из стены под обрывом совершенно беззвучно вытянулся колоссальный факел прозрачно–голубого пламени.|Василий Головачев|Демон|1
20|10|В восемь вечера начиналась живая музыка, но поскольку посетителей в ресторане не было, то в **десять минут девятого** музыка заканчивалась, и опять наступала тишина.|Илья Стогов|Десять пальцев|1
20|11|"Они бросились в свои комнаты и начали быстро запихивать вещи в холщовые сумки. Через несколько минут Дэнни произнес:
– Сейчас **одиннадцать минут девятого**. В восемь двадцать мы уходим. Согласен?
– Согласен, – подтвердил Трэй и бросил взгляд на свое спутниковое устройство."|Джон Гришэм|Остров Камин|1
20|15|"Наташа. Вчера в полночь прохожу через столовую, а там свеча горит. Кто зажег, так и не добилась толку. Который час?
Андрей _(взглянув на часы)._ **Девятого четверть**."|Антон Чехов|Три сестры|1
20|16|"Сумерки сгущались, Я опять спросил его, который час.
— **Шестнадцать минут девятого**, — ответил он, взглянув на часы.
— Жаль, — ответил я, — но мне пора.
— И мне жаль, Пол, ответил он, — Кто знает, может, еще и встретимся. До свидания. — И протянул мне руку."|Джером Джером|Пол Келвер|1
20|20|так как и прежде однажды письмом известил, анонимным; и когда написал давеча на бумажке, предварительно, прося приема, в **восемь часов двадцать минут**, тоже подписался: «ваш тайный корреспондент»;|Фёдор Достоевский|Идиот|1
20|30|Однако спустя час он принес мне чаю, и я с жадностью выпил большую чашку. Потом я осведомился, который час? Было **половина девятого**, и я даже не удивился, что сижу уже пять часов.|Фёдор Достоевский|Подросток|1
20|30|ровно в **половине девятого** раздались призывные звуки французской кадрили и прочих различных танцев|Фёдор Достоевский|Двойник|1
20|30|— Видите, как удобно, — прямой путь до Etoile. Я буду ждать вас там при выходе из метро ровно в **восемь с половиной**.|Иван Бунин|Тёмные аллеи|1
20|40|Поезд из Сан-Себастьяна прибывал в десять часов, и Брет с  Майклом  могли  приехать только этим поездом. **Без двадцати девять**, когда мы еще и половины ужина не съели, Роберт Кон встал из-за стола и сказал, что пойдет встречать их на вокзал.|Эрнест Хемингуэй|Фиеста|1
20|40|Вот тут-то, стоя перед ней и стараясь не встречаться с ней глазами, я и разглядел подробно все, что ее окружало, и заметил, что часы ее остановились и показывают **без двадцати девять**|Чарльз Диккенс|Большие надежды|1
20|45|И вот **без четверти 21**. Белая ночь. Все зеленовато-стеклянное. Но это какое-то другое, хрупкое стекло — не наше, не настоящее, это — тонкая стеклянная скорлупа, а под скорлупой крутится, несется, гудит…|Евгений Замятин|Мы|1
20|45|Тильтиль. Душа Света будет ждать меня **без четверти девять**... Так велела Фея... Это чрезвычайно важно... Надо идти...|Морис Метерлинк|Синяя птица|1
20|45|Только не забудьте, что **без четверти девять** вы должны вернуться... Это чрезвычайно важно... Будьте же точны. Если опоздаете, то все погибло...|Морис Метерлинк|Синяя птица|1
20|47|В **двадцать сорок семь**, когда Андрей Т., рассеянно вертя в пальцах плененную ладью, раздумывал над очередным ходом, дедушка в кресле расслабился, поник седой головой и негромко захрапел.|Аркадий и Борис Стругацкие|Повесть о дружбе и недружбе|1
20|48|"У Грэхема упало настроение: какие правильные? С самого начала снова не ладится…
«**Восемь часов сорок восемь минут**», – сообщил включенный приемник. Грэхем дернулся и выжал акселератор: ну несчастье!.."|Михаил Веллер|Теперь он успеет|1
20|50|Он позвонил человека, поспешно оделся и вышел на крыльцо, совершенно забыв про сон и мучась только тем, что опоздал. Подъезжая к крыльцу Карениных, он взглянул на часы и увидал, что было **без десяти минут девять**.|Лев Толстой|Анна Каренина|1
20|55|В поле зрения Джорджа были три человека, из них один полисмен, да еще воз с капустой и обшарпанный кэб. Джордж вынул часы и посмотрел - было **без пяти девять**.|Джером К. Джером|Трое в лодке, не считая собаки|1
20|58|В  **восемь часов пятьдесят восемь минут** в отсек вошел капитан-лейтенант,|Леонид  Соболев|Своевременно или несколько позже|1
21|0|Пробило уже **девять часов** — час общего отдыха и покоя после столь тревожного для всех дня.|Фёдор Достоевский|Братья Карамазовы|1
21|0|В определенный час подавался обед, снова чай и ужин, а в **девять часов** электрическая лампочка задергивалась синим матерчатым абажуром, и начиналась такая же длинная и пустая ночь.|Леонид Андреев|Жили-были|1
21|0|Квартира Турбиных. Вечер. В камине огонь. При открытии занавеса **часы бьют девять раз** и нежно играют менуэт Боккерини.|Михаил Булгаков|Дни Турбиных|1
21|5|Купил также «Звено», – но стихов моих там нет. Зато Адамович здорово выругал госпожу Папоушек. Ужинал: яичница и ветчина. Сейчас **пять минут десятого**. Катышок, Катышок, райское мое существо, что у тебя слышно?|Владимир Набоков|Письма к Вере|1
21|10|Пока малыш карабкался по тропинке, петлявшей по склону утеса, избушка развернулась кругом и потерла друг о друга передние конечности словно муха или адвокат в суде. Стрелки часов внутри домика постоянно показывали **десять минут десятого**.|Урсула Ле Гуин|Шкатулка с темнотой|1
21|11|Было **одиннадцать минут десятого**. Девушка внезапно бросилась к двери, прыгнула в машину, сказала что-то водителю, и такси сразу же начало набирать скорость.|Эрл Гарднер|Дело о двойняшке|1
21|15|Тонкрх… тонкрх… сердито и предостерегающе ходили часы с хрипотой, и стрелки их показывали то девять, то **девять с четвертью**, то девять с половиной…|Михаил Булгаков|Белая гвардия|1
21|20|— Э-ге-ге-ге! **Десятого двадцать минут**… Иди, иди, – добродушно обратился он к Беренде, – я еще ничего не готовил.|Николай Гарин-Михайловский|Гимназисты|1
21|25|**Двадцать пять десятого**. Он шел к ущелью. Неважно, что темно, – он нашел бы эту дорогу с закрытыми глазами.|Юхан Теорин|Санкта-Психо|1
21|30|Тонкрх… тонкрх… сердито и предостерегающе ходили часы с хрипотой, и стрелки их показывали то девять, то девять с четвертью, то **девять с половиной**…|Михаил Булгаков|Белая гвардия|1
21|35|"— Настало время действовать, — пробормотал он.
В **девять тридцать пять** он уже стучал в дверь Блора. Тот осторожно открыл дверь. Волосы у него были всклокоченные, глаза сонные."|Агата Кристи|Десять негритят|1
21|45|**Без четверти 22** в комнате у меня — радостный розовый вихрь, крепкое кольцо розовых рук вокруг моей шеи. И вот чувствую: все слабее кольцо, все слабее — разомкнулось — руки опустились…|Евгений Замятин|Мы|1
21|45|Было всего **без четверти десять**, когда мы вернулись в общежитие. Броссар обожал бридж и пошел искать партнера. Экли, конечно, влез ко мне в комнату.|Джером Д. Сэлинджер|Над пропастью во ржи|1
21|47|Он всегда ожидает, что ему скажут тридцать две минуты пятого или **сорок семь минут десятого**, и сердится, что люди так не точно выражаются о драгоценнейшем сокровище, о времени.|Николай Лесков|Страстная суббота в тюрьме|1
21|50|— Ну, хорошо, — сказал, наконец, Максим, остервенев. — Сейчас мы все это проверим. По моим расчетам мы давно уже выехали из поля излучения, а сейчас примерно **без десяти десять**. Что вы все делаете в десять часов?|Аркадий и Борис Стругацкие|Обитаемый остров|1
21|55|В 10 часов вечера Ростовы должны были заехать за фрейлиной к Таврическому саду; а между тем было уже **без пяти минут десять**, а еще барышни не были одеты.|Лев Толстой|Война и мир|1
21|55|"На часах Ярославского вокзала было ровно десять. А посмотрев на темно-синий, украшенный знаками Зодиака циферблат Рязанского вокзала, путешественники заметили, что часы показывали **без пяти десять**. 
— Очень удобно для свиданий! — сказал Остап. — Всегда есть десять минут форы. "|Илья Ильф, Евгений Петров|Двенадцать стульев|1
22|0|"— Вы, конечно, были в субботу под воскресенье здесь?
— Да, в **десять часов** я ужинал с Марком Иванычем."|Антон Чехов|Шведская спичка|1
22|0|Есть люди, которые, зная, что в **десять часов** их повесят, в восемь могут спокойно играть в шахматы.|Джон Голсуорси|Санта-Лючия|1
22|0|— **Десять часов**. Вам пора спать, — сказал он. — Вероятно, через три недели вы сможете покинуть больницу. Тогда позвоните мне, – быть может, я дам вам работу в нашей амбулатории: записывать имена приходящих больных.|Александр Грин|Зелёная лампа|1
22|0|Затем сервируется чай и лёгкий ужин и в **десять часов вечера** наместник ложится спать.|Николай Гейнце|В действующей армии|1
22|0|В **10 часов** вечера Ростовы должны были заехать за фрейлиной к Таврическому саду; а между тем было уже без пяти минут десять, а еще барышни не были одеты.|Лев Толстой|Война и мир|1
22|5|"— Понимаешь, Андрюшенька, мне пора домой. Одиннадцатый час.
Я оглянулся на часы над гардеробом. Было **пять минут одиннадцатого**.
— Тогда разреши проводить тебя"|Аркадий и Борис Стругацкие|Дни Кракена|1
22|10|В **десять минут одиннадцатого** вертолет приземлился на гребне горы к западу от хребта Халлингскарвет. В одиннадцать часов хижина была обнаружена. Она так хорошо была спрятана на местности, что, даже примерно зная, где она находится, они ее едва ли нашли бы, не будь с ними Йенса Рата.  |Ю Несбё|Леопард|1
22|15|"— Красавица, краля-то моя! — сказала из-за двери вошедшая няня. — А Сонюшка-то, ну красавицы!..
В **четверть одиннадцатого**, наконец, сели в кареты и поехали."|Лев Толстой|Война и мир|1
22|15|Было **четверть одиннадцатого**; я вошел в воксал в такой твердой надежде и в то же время в таком волнении, какого я еще никогда не испытывал. В игорных залах народу было еще довольно, хоть вдвое менее утрешнего.|Фёдор Достоевский|Игрок|1
22|20|Было **двадцать минут одиннадцатого**. Как долго давать загадке возможность диктовать свои условия? Должен ли я предполагать, что звонил Джордж Хансен и что он махнул рукой на эту затею, увидев, как я растворяюсь в воздухе?|Роджер Желязны|Карты Судьбы|1
22|30|Около **половины одиннадцатого** он очутился в маленькой улице, где жила обожаемая незнакомка, и остановился перед знакомым садиком. В доме все было тихо, только в одном из окон второго этажа виднелся свет.|Марк Твен|Приключения Тома Сойера|1
22|40|Телефонное сообщение с Кенсаком мне дали, вместо просимых 10 часов, только в **сорок минут одиннадцатого**. Мой старый друг имел терпение дожидаться меня.|Максвелл Жозеф|Коралловые четки|1
22|45|Я знаю, ты меня не любишь больше… Но… подари мне еще час… Смотри, – теперь **без четверти одиннадцать**. Дай мне слово, что сегодня в двенадцать часов ты обо мне вспомнишь…|Александр Куприн|Сильнее смерти|1
22|45|Сейчас уже **без четверти одиннадцать**, – а еще нужно написать маме (и вложить двадцать пять марок: больше не выходит, мой маленький).|Владимир Набоков|Письма к Вере|1
22|50|"— Черт возьми! **Без десяти одиннадцать**. Ах, я дурак! Сейчас закроют ночные магазины, и я погиб. Обуялов рысью побежал к ярко освещенному магазину ""Коммунар""."|Илья Ильф, Евгений Петров|Беспокойная ночь|1
22|55|– Я легла **без пяти одиннадцать**. Перед тем как завести часы, я взглянула на циферблат, вот почему я могу сказать точно.|Агата Кристи|Убийство в Восточном экспрессе|1
23|0|— Да, — улыбнулась брюнетка, — почти двенадцать часов, теперь уже **двенадцатый час ночи**…|Николай Гейнце|Самозванец|1
23|0|На третью и последнюю ночь Ахилла вздремнул на одно короткое мгновение, проснулся за **час до полуночи**, сменил чтеца и запер за ним дверь.|Николай Лесков|Соборяне|1
23|0|Несчастие же послужит новому искателю серьезным предостережением хранить себя от всякого сомнения, от всякого неверия. Ровно в **одиннадцать часов** погасил я свою лампу и пробрался к архивариусу Линдгорсту, который уже ждал меня на крыльце.|Эрнст Гофман|Золотой горшок|1
23|5|— Словом, это безобразие! — воскликнул Денискин, человек неопределенного жанра, пишущий и стихи, и пьесы, и критические статьи, и рецензии. — **Пять минут двенадцатого**!|Михаил Булгаков|Мастер и Маргарита|1
23|6|Открыв глаза, я оказался в своей комнате. Передо мной стояли часы. Они показывали **шесть минут двенадцатого**. До Нового года оставалось пятьдесят четыре минуты.|Виктор Пелевин|Чапаев и Пустота|1
23|7|— **Семь  минут  двенадцатого**!  воскликнул  он.  А  сегодня  я  должен... одиннадцать двадцать пять... на вокзале Ватерлоо... Мне нужно идти.|Герберт Уэллс|История покойного мистера Элвешема|1
23|8|Дядечкин глубоко вздыхает и выходит из кухни. Он идет поглядеть на часы. Стрелки показывают **восемь минут двенадцатого**.|Антон Чехов|Мошенники поневоле|1
23|10|"— Ты как думаешь, Джо, который теперь час?
— По крайней мере минут **десять двенадцатого**.
— Вишь ты! — молвил кучер с досадой. — А все еще не въехали на Шутеров холм."|Чарльз Диккенс|Повесть о двух городах|1
23|15|А впрочем, **четверть двенадцатого**, — посмотрел он на часы и встал со стула, — мне хотелось бы сделать вам один совсем посторонний вопрос.|Фёдор Достоевский|Бесы|1
23|15|Теперь **четверть двенадцатого**, сейчас смотрел; ну, так ровно в тридцать пять минут двенадцатого я тебя и отпущу. А тем временем муху задавим.|Фёдор Достоевский|Униженные и оскорблённые|1
23|20|Германн стал ходить около опустевшего дома: он подошел к фонарю, взглянул на часы, — было **двадцать минут двенадцатого**.|Александр Пушкин|Пиковая дама|1
23|20|Весь мокрый, вошел он в **двадцать минут двенадцатого** в тесную квартирку родителей своей невесты, на Васильевском острове, в Третьей линии, на Малом проспекте.|Фёдор Достоевский|Преступление и наказание|1
23|21|Он продолжал говорить с ней, убеждать, уговаривать… потный, отупевший, мучимый навязчивой идеей. На часах была ровно **двадцать одна минута двенадцатого**, когда Франклин Гибс опустил последний доллар.|Род Серлинг|Полуночное солнце|1
23|25|— Семь  минут  двенадцатого!  воскликнул  он.  А  сегодня  я  должен... **одиннадцать двадцать пять**... на вокзале Ватерлоо... Мне нужно идти.|Герберт Уэллс|История покойного мистера Элвешема|1
23|28|Мы условились встретиться в холле в пол-одиннадцатого. Я боялась опоздать, но спустилась, наоборот, немного раньше. Но миссис Редферн меня уже ждала, и мы вышли в двадцать семь или **двадцать восемь минут двенадцатого**.|Агата Кристи|Зло под солнцем|1
23|28|Люди Харрела передвигались, останавливались, меняли положение по отношению к нему, где можно, прятались в тени. **Двадцать семь минут двенадцатого**. Оставалось еще четверть мили до того места, где Роз должна увидеть его сигнал.|Томас Крэйг|Последний ворон|1
23|30|Нет уж, своим детям Игорь разрешит сидеть до **половины двенадцатого** и молока их не будет заставлять пить на ночь, а зубы пусть чистят вечером только снаружи.|Саша Чёрный|Чудесное лето|1
23|30|Торопливо, дрожащими пальцами я зажег лампу и стал одеваться. **Половина двенадцатого**… Что там такое у этой женщины с неблагополучными родами?|Михаил Булгаков|Крещение поворотом|1
23|30|мы поспешно спустились вниз до самого погреба, запаслись там в буфете съестными припасами, отнесли их к себе в комнату и легли спать, но в **половине двенадцатого** встали.|Марк Твен|Приключения Гекльберри Финна|1
23|32|Самгин вынул из кармана брюк часы, они показывали **тридцать две минуты двенадцатого**. Приятно было ощущать на ладони вескую теплоту часов.|Максим Горький|Жизнь Клима Самгина|1
23|35|Теперь четверть двенадцатого, сейчас смотрел; ну, так ровно в **тридцать пять минут двенадцатого** я тебя и отпущу. А тем временем муху задавим.|Фёдор Достоевский|Униженные и оскорблённые|1
23|40|Дориан несколько секунд колебался, со странной, застывшей на лице улыбкой. Потом, вздрогнув, хотя в комнате было очень жарко, выпрямился и посмотрел на часы. Было **без двадцати двенадцать**.|Уайльд Оскар|Портрет Дориана Грея|1
23|41|— Простые числа! — Он оживился. — И не просто простые числа, но обратите внимание, что они не согласуются с последовательностью пятеричной системы минут. Не одиннадцать сорок, не одиннадцать сорок пять, а **одиннадцать сорок одна**!|Филип Марсден|Перекресток: путешествие среди армян|1
23|45|"— Да, конец мой нынче в полночь. Час мой близок. Слушай.
В этот момент часы пробили **три четверти двенадцатого**."|Чарльз Диккенс|Рождественская песнь в прозе: святочный рассказ с привидениями|1
